Check,SKU,UPC,Description,Price,CurrencyCode,Sell_Unit
1,003109926,000000000002952434,Xuong duoi heo kg - CP,28,000,VND,KG
1,003110193,000000000002958529,Com dep tron san kg,20,000,VND,KG
1,003110430,000000000002954017,Vit tuoi ncon 2-2.2 kg - CP,53,500,VND,KG
1,003110432,000000000002953566,Dui toi ga CN kg - PAS,65,000,VND,KG
1,003110583,000000000002951907,Chuoi gia huong kg,4,500,VND,KG
1,003110584,000000000002951908,Thom tay cat dau bong kg,3,500,VND,KG
1,003110716,000000000002952435,Bap gio heo kg,74,500,VND,KG
1,003110881,000000000002952436,Bap gio heo kg-VS990,72,000,VND,KG
1,003110884,000000000002952437,Bap gio heo kg-NP990,70,000,VND,KG
1,003110947,000000000002954833,Ca Dua l.sach kg - Tu NCC,42,000,VND,KG
1,003110948,000000000002954834,Ca chai kg,70,000,VND,KG
1,003111453,000000000002956049,Ba khia tron kg - Tu NCC,159,000,VND,KG
1,003111459,000000000002952438,Bao tu heo sc kg,96,500,VND,KG
1,003111464,000000000002956674,S-Bap cai cuon+t.xay sc-NCC kg,59,900,VND,KG
1,003111469,000000000002950906,Bap non Kg,45,000,VND,KG
1,003111471,000000000002956675,S-Bi dao don t.xay SC NCC Kg,52,900,VND,KG
1,003111472,000000000002950908,Bi do dai Kg,11,500,VND,KG
1,003111474,000000000002950179,Bong Bi Kg,30,000,VND,KG
1,003111480,000000000002956676,S-Ca chua+thit xay sc NCC Kg,48,900,VND,KG
1,003111497,000000000002952440,Cot let sc kg-NCC,94,000,VND,KG
1,003111505,000000000002956677,S-D.hu chiennho+txay SC-NCC kg,58,000,VND,KG
1,003111512,000000000002955538,Dau muc la lon so che kg-NCC,190,000,VND,KG
1,003111514,000000000002955539,Dau muc la nho so che kg,98,000,VND,KG
1,003111515,000000000002955540,Dau muc la sach so che Kg,220,000,VND,KG
1,003111516,000000000002955541,Dau muc nang lon so che Kg,55,000,VND,KG
1,003111519,000000000002955542,Dau muc nang nho so che Kg,85,000,VND,KG
1,003111520,000000000002955543,S-Dau muc so che kg,245,000,VND,KG
1,003111522,000000000002955544,Dau muc kg-NCC,185,000,VND,KG
1,003111527,000000000002952441,Doi non sc Kg,30,000,VND,KG
1,003111528,000000000002950188,S-Dua cai chua kg,25,000,VND,KG
1,003111529,000000000002950189,S-Dua gia chua kg,17,900,VND,KG
1,003111535,000000000002957102,S-Gio thu Bao tu kg,68,000,VND,KG
1,003111536,000000000002957103,S-Gio thu Bao tu 1 kg,68,000,VND,KG
1,003111538,000000000002957104,S-Goi ngo sen tron kg,53,000,VND,KG
1,003111540,000000000002956678,S-Kho qua+txay sc NCC Kg,57,000,VND,KG
1,003111542,000000000002950916,Khoai so lam sach kg-NCC,23,000,VND,KG
1,003111543,000000000002950917,Khoai tay kg,13,600,VND,KG
1,003111544,000000000002952442,Luoi heo sc kg,80,000,VND,KG
1,003111546,000000000002956051,S-Luon lam sach NCC so che kg,224,900,VND,KG
1,003111549,000000000002950191,Mang chua Kg,32,000,VND,KG
1,003111551,000000000002957105,Minh mam ca thu kg - Tu NCC,368,000,VND,KG
1,003111552,000000000002955545,Minh muc la lon so che kg,290,000,VND,KG
1,003111553,000000000002955546,Minh muc la nho so che Kg,85,000,VND,KG
1,003111554,000000000002955547,Minh muc nang lon so che kg,85,000,VND,KG
1,003111555,000000000002955548,Minh muc nang nho so che Kg,90,000,VND,KG
1,003111556,000000000002955549,Minh muc la sach so che Kg,290,000,VND,KG
1,003111557,000000000002956679,S-Muc ong20-30 don t.xay sc Kg,222,000,VND,KG
1,003111560,000000000002956680,S-Muc ong10-15 t.xay sc NCC kg,165,000,VND,KG
1,003111567,000000000002955553,Muc nang lon Kg,180,000,VND,KG
1,003111568,000000000002955554,Muc nang nho kg,155,000,VND,KG
1,003111573,000000000002955557,Muc ong lot Kg,160,000,VND,KG
1,003111574,000000000002955558,Muc ong 10-15cm Kg,175,000,VND,KG
1,003111576,000000000002952443,Mui Heo kg,85,000,VND,KG
1,003111580,000000000002950920,Nam meo kg,155,000,VND,KG
1,003111587,000000000002950192,Ngo sen bao kg,59,900,VND,KG
1,003111588,000000000002956681,S-Oc Buu don txaysc+giosong Kg,40,000,VND,KG
1,003111589,000000000002956052,Oc buu lam san kg-NCC,49,900,VND,KG
1,003111594,000000000002950197,S-Rau song tron kg,29,900,VND,KG
1,003111598,000000000002952444,Suon non sc kg-NCC,118,000,VND,KG
1,003111599,000000000002952445,Tai heo kg,95,000,VND,KG
1,003111600,000000000002953065,Thit bo sc kg,75,000,VND,KG
1,003111601,000000000002953066,Thit dui sau Be Kg,89,000,VND,KG
1,003111602,000000000002953067,Thit dui truoc Be sc Kg,72,500,VND,KG
1,003111603,000000000002952446,Thit dui truoc heo sc kg-NCC,76,000,VND,KG
1,003111604,000000000002953068,Thit than Be sc Kg,95,000,VND,KG
1,003111605,000000000002952447,Thit than ngoai heo sc kg,80,500,VND,KG
1,003111606,000000000002955762,Tho lam sach kg-NCC,95,000,VND,KG
1,003111607,000000000002955763,S-Tho so che kg,90,000,VND,KG
1,003111609,000000000002957327,Tom kho nhi kg,310,000,VND,KG
1,003111612,000000000002954522,Tom Su kg-Tu NCC,302,900,VND,KG
1,003111619,000000000002950200,Bon bon chua kg,18,000,VND,KG
1,003111624,000000000002950923,Mit non bao kg,10,500,VND,KG
1,003111626,000000000002950204,Rau dot ot kg,16,500,VND,KG
1,003111627,000000000002954523,Tep bac kg,110,000,VND,KG
1,003111629,000000000002952448,Gan heo kg,65,000,VND,KG
1,003111630,000000000002952449,Tim heo kg,175,000,VND,KG
1,003111631,000000000002952450,Cat heo kg,115,000,VND,KG
1,003111635,000000000002957106,Goi bon bon kg - Tu NCC,78,000,VND,KG
1,003111684,000000000002950926,Sa bam kg-NCC,22,000,VND,KG
1,003111816,000000000002954524,Tom su loai 3 kg,320,000,VND,KG
1,003112088,000000000002953567,Ga CNghiep bong Kg - CP,63,000,VND,KG
1,003112089,000000000002953568,Dui ga CN thao khop,65,500,VND,KG
1,003112090,000000000002953569,Long ga Kg - CP,62,500,VND,KG
1,003112091,000000000002953570,Ma dui ga CNghiep Kg - CP,57,500,VND,KG
1,003112092,000000000002953571,Canh ga Kg-CP,82,900,VND,KG
1,003112093,000000000002953572,Dui toi ga Kg - CP,81,000,VND,KG
1,003112107,000000000002954526,Tom cang song kg,550,000,VND,KG
1,003112108,000000000002954527,S-Tom cang ngop kg,175,000,VND,KG
1,003112401,000000000002954836,Ca Saba Nhat kg,36,900,VND,KG
1,003112438,000000000002954837,S-Ca Saba Nhat so che kg,65,000,VND,KG
1,003112520,000000000002954528,Tom su loai 1 kg,300,000,VND,KG
1,003112660,000000000002954838,Ca chem nho tuoi kg,115,000,VND,KG
1,003112668,000000000002954529,S-Tom su so che loai 1 kg,535,000,VND,KG
1,003112669,000000000002954530,S-Tom su so che loai 2 kg,499,000,VND,KG
1,003112670,000000000002954531,S-Tom su so che loai 3 kg,439,000,VND,KG
1,003112823,000000000002954532,Tom su cat dau kg - Tu NCC,150,000,VND,KG
1,003112826,000000000002911621,S-Hong Ngam kg (1),9,000,VND,KG
1,003112829,000000000002911793,S-Quyt Thai kg (1),19,000,VND,KG
1,003112833,000000000002911763,S-Tao FUJI loai2 kg (1),11,500,VND,KG
1,003112834,000000000002911785,S-Nho do khong hat kg (1),60,000,VND,KG
1,003112835,000000000002911787,S-Man giong Thai do L1 kg (1),17,000,VND,KG
1,003113341,000000000002950692,Lap xuong dot kg (nau chin),38,500,VND,KG
1,003113348,000000000002950693,Lap xuong tuoi kg (nau chin),63,800,VND,KG
1,003113350,000000000002957328,Kho muc nhi kg (nau chin),260,000,VND,KG
1,003113701,000000000002952451,Thit nac xay kg-VS990,85,000,VND,KG
1,003113969,000000000002954839,S-Ca ngan nho so che kg,77,900,VND,KG
1,003114101,000000000002952452,Da mo vun heo kg-VS990,13,000,VND,KG
1,003115059,000000000002958530,Ca Com kho kg - HHuong,177,000,VND,KG
1,003116281,000000000002957331,Tom kho lon kg - AH,460,000,VND,KG
1,003116369,000000000002958531,Ga BRAZIL ncon quay - PLH990,45,500,VND,KG
1,003116370,000000000002958532,Canh ga quay kg - PLH990,72,000,VND,KG
1,003116371,000000000002958533,Dui ga quay kg - PLH990,48,500,VND,KG
1,003116372,000000000002958534,Chan ga quay kg - PLH990,77,000,VND,KG
1,003116373,000000000002958535,Ga tha vuon quay - PLH990,92,500,VND,KG
1,003116374,000000000002953069,Suon non bo My kg - PLH990,185,000,VND,KG
1,003116375,000000000002953070,Thit than vai bo My kg-PLH990,180,000,VND,KG
1,003116376,000000000002953071,Thit nam bo My kg - PLH990,178,000,VND,KG
1,003116377,000000000002953072,Thit bung bo My kg - PLH990,115,000,VND,KG
1,003116379,000000000002954534,Tom su song 40con/kg - HL,250,000,VND,KG
1,003116380,000000000002954535,Tom su song 50con/kg - HL,129,000,VND,KG
1,003116381,000000000002954536,Tom su song 60con/kg - HL,118,000,VND,KG
1,003116382,000000000002956053,Cua bien thit song 2con/kg -HL,150,000,VND,KG
1,003116383,000000000002956054,Cua bien gach 2con/kg - HL,135,000,VND,KG
1,003116430,000000000002951916,Quyt vang ngoai kg,55,000,VND,KG
1,003116472,000000000002954840,Ca chep kg-THL990,24,900,VND,KG
1,003116473,000000000002954841,Ca basa kg-THL990,19,900,VND,KG
1,003116474,000000000002954842,Ca keo kg-THL990,69,000,VND,KG
1,003116475,000000000002954843,Ca he kg-THL990,19,900,VND,KG
1,003116476,000000000002955764,Dui ech kg-THL990,102,000,VND,KG
1,003116477,000000000002954844,Ca thu cat lat kg-THL990,59,500,VND,KG
1,003116478,000000000002954845,Ca thu cat khuc kg-THL990,44,500,VND,KG
1,003116479,000000000002954846,Ca thu nguyen con kg-THL990,39,500,VND,KG
1,003116480,000000000002954847,Ca bac ma U12 kg-THL990,19,500,VND,KG
1,003116481,000000000002954848,Ca ngan kg-THL990,23,500,VND,KG
1,003116482,000000000002954849,Ca nuc U15 kg-THL990,14,500,VND,KG
1,003116483,000000000002954850,Ca ngan chi kg-THL990,17,500,VND,KG
1,003116484,000000000002954851,Ca ngu kg-THL990,18,500,VND,KG
1,003116485,000000000002954852,Ca dong kg-THL990,18,500,VND,KG
1,003116486,000000000002954853,Ca dong co kg-THL990,39,500,VND,KG
1,003116487,000000000002954854,Ca hanh kg-THL990,45,500,VND,KG
1,003116488,000000000002954855,Ca chim den kg-THL990,39,500,VND,KG
1,003116489,000000000002954856,Ca ho kg-THL990,29,500,VND,KG
1,003116490,000000000002954857,Ca du vang kg-THL990,29,900,VND,KG
1,003116491,000000000002954858,Ca du do da kg-THL990,39,900,VND,KG
1,003116522,000000000002954859,Ca luoi trau kg-THL990,29,900,VND,KG
1,003116523,000000000002954860,Ca kinh kg-THL990,29,900,VND,KG
1,003116524,000000000002954861,Ca cam kg-THL990,38,900,VND,KG
1,003116525,000000000002954862,Ca saba kg-THL990,29,900,VND,KG
1,003116526,000000000002954863,Ca sua kg-THL990,48,500,VND,KG
1,003116527,000000000002954864,Ca mu den kg-THL990,65,900,VND,KG
1,003116528,000000000002954865,Ca mu den cat lat kg-THL990,99,500,VND,KG
1,003116529,000000000002954866,Ca mu den cat khuc kg-THL990,69,500,VND,KG
1,003116530,000000000002954867,Ca mu den catkhuc cdau-THL990,49,500,VND,KG
1,003116531,000000000002955559,Muc ong loai 1 kg-THL990,69,500,VND,KG
1,003116532,000000000002955560,Muc ong loai 2 kg-THL990,29,500,VND,KG
1,003116533,000000000002955561,Ve muc la kg-THL990,36,900,VND,KG
1,003116534,000000000002954868,Ca gay kg-THL990,39,500,VND,KG
1,003116535,000000000002954533,Tom su U30 kg-THL990,180,000,VND,KG
1,003116536,000000000002954537,Tom su U50 kg-THL990,99,500,VND,KG
1,003116539,000000000002954538,Tom the U80 kg-THL990,69,500,VND,KG
1,003116541,000000000002954539,Tom the U100 kg-THL990,59,500,VND,KG
1,003116543,000000000002954540,Tom the U30 kg-THL990,179,000,VND,KG
1,003116545,000000000002954541,Tom chi U80 kg-THL990,59,900,VND,KG
1,003116547,000000000002954542,Tom nylong U30 kg-THL990,169,000,VND,KG
1,003116549,000000000002954543,Tep bac kg-THL990,29,500,VND,KG
1,003116553,000000000002954869,Ca mu do kg-THL990,49,500,VND,KG
1,003116554,000000000002954870,Ca dong sop kg-THL990,49,500,VND,KG
1,003116555,000000000002954871,Ca dong queo kg-THL990,28,000,VND,KG
1,003116556,000000000002954872,Ca mu do cham xanh kg-THL990,99,500,VND,KG
1,003116558,000000000002954873,Ca mu do xanh catlat-THL990,129,500,VND,KG
1,003116561,000000000002954874,Ca mu do xanh khuc kd-THL990,89,500,VND,KG
1,003116564,000000000002954875,Ca mu do xanh khuc cd-THL990,59,500,VND,KG
1,003116566,000000000002954876,Ca basa filet kg-THL990,46,900,VND,KG
1,003116568,000000000002954877,Ca cang Da Nang kg-THL990,39,500,VND,KG
1,003116570,000000000002954878,Dau ca cac loai kg-THL990,19,500,VND,KG
1,003116573,000000000002954881,Ca chem kg-THL990,39,900,VND,KG
1,003116575,000000000002956055,Bach tuoc kg-THL990,39,000,VND,KG
1,003116590,000000000002956056,Bao ngu kg-THL990,149,000,VND,KG
1,003116592,000000000002956057,Thit ghe loai 1 kg-THL990,139,500,VND,KG
1,003116593,000000000002956058,Thit so diep kg-THL990,199,500,VND,KG
1,003116595,000000000002956059,Thit so diep nua manh-THL990,99,500,VND,KG
1,003116597,000000000002954882,Ca dieu hong kg-THL990,21,900,VND,KG
1,003116600,000000000002954883,Ca loc kg-THL990,29,900,VND,KG
1,003116602,000000000002956060,Cua bien song kg-THL990,99,500,VND,KG
1,003116604,000000000002956061,Oc mo kg-THL990,19,900,VND,KG
1,003116610,000000000002954884,Trung ca thu kg-THL990,25,000,VND,KG
1,003116618,000000000002956062,Oc len kg-THL990,29,900,VND,KG
1,003116620,000000000002956063,So huyet kg-THL990,19,900,VND,KG
1,003116624,000000000002956064,Ngheu kg-THL990,19,900,VND,KG
1,003116629,000000000002956065,So long kg-THL990,5,900,VND,KG
1,003116630,000000000002956066,Vem xanh kg-THL990,19,900,VND,KG
1,003116632,000000000002956067,Chem chep kg-THL990,25,900,VND,KG
1,003116635,000000000002956068,Hao kg-THL990,13,900,VND,KG
1,003116637,000000000002956069,Vem xanh nua manh kg-THL990,39,500,VND,KG
1,003116673,000000000002952453,Nac lung heo kg-NP990,76,000,VND,KG
1,003116674,000000000002952454,Xuong co heo kg-NP990,66,000,VND,KG
1,003116675,000000000002952455,Xuong cot let co thit kg-NP990,66,000,VND,KG
1,003116676,000000000002952456,Da mo vun heo kg-NP990,13,000,VND,KG
1,003116677,000000000002953073,Bo vien kg-NP990,195,000,VND,KG
1,003116679,000000000002957332,Kho ca com ngcon L1 kg-THL990,49,500,VND,KG
1,003116680,000000000002957333,Kho ca com ngcon L2 kg-THL990,39,500,VND,KG
1,003116681,000000000002957334,Kho ca com sua kg-THL990,79,500,VND,KG
1,003116682,000000000002957335,Kho ca com tach kg-THL990,55,500,VND,KG
1,003116683,000000000002957336,Ruoc kho kg-THL990,39,500,VND,KG
1,003116785,000000000002950928,Chanh My kg,89,900,VND,KG
1,003117008,000000000002950929,Cu nang kg,12,500,VND,KG
1,003117042,000000000002954885,Ca phen kg-THL990,44,500,VND,KG
1,003117044,000000000002954886,Ca mo (Nha Trang)kg-THL990,39,500,VND,KG
1,003117045,000000000002954887,Ca hong kg-THL990,39,500,VND,KG
1,003117046,000000000002954889,Cha ca basa kg-THL990,23,900,VND,KG
1,003117047,000000000002954890,Cha ca nuoc ngot kg-THL990,39,900,VND,KG
1,003117048,000000000002954888,Dau ca basa kg-THL990,2,000,VND,KG
1,003117049,000000000002954544,Tom mu ni kg-THL990,189,000,VND,KG
1,003117425,000000000002954891,Ca mu song kg-THL990,159,000,VND,KG
1,003117426,000000000002954892,Ca duc kg-THL990,49,900,VND,KG
1,003117427,000000000002954893,Ca khoai kg-THL990,28,500,VND,KG
1,003117428,000000000002954894,Ca lat kg-THL990,35,500,VND,KG
1,003117429,000000000002954545,Tom sat kg-THL990,39,500,VND,KG
1,003117430,000000000002954895,Ca doi L1 kg-THL990,49,500,VND,KG
1,003117431,000000000002956070,Hai sam kg-THL990,69,000,VND,KG
1,003117432,000000000002954896,Ca mu cham xanh song-THL990,379,000,VND,KG
1,003117434,000000000002956072,Bao ngu song kg-THL990,159,000,VND,KG
1,003117435,000000000002954546,Tom the U60 kg-THL990,99,000,VND,KG
1,003117436,000000000002954897,Cha ca tron tom kg-THL990,49,500,VND,KG
1,003117774,000000000002953573,Uc ga khong xuong lung kg - CP,78,500,VND,KG
1,003117778,000000000002953574,Ga bong kg - HGHD,65,500,VND,KG
1,003117779,000000000002953575,Uc ga con xuong lung kg - HGHD,60,000,VND,KG
1,003117780,000000000002953576,Uc ga file khong da kg - HGHD,69,500,VND,KG
1,003117781,000000000002953577,Canh ga kg - HGHD,96,000,VND,KG
1,003117782,000000000002953578,Dui ga goc tu kg - HGHD,59,500,VND,KG
1,003117783,000000000002953579,Nac dui toi ga kg - HGHD,108,000,VND,KG
1,003117784,000000000002953580,Nac ma dui ga kg - HGHD,79,500,VND,KG
1,003117785,000000000002953581,Dui toi ga kg - HGHD,80,000,VND,KG
1,003117786,000000000002953582,Ma dui ga kg - HGHD,47,000,VND,KG
1,003118371,000000000002958016,Banh trang xa kg,42,500,VND,KG
1,003118395,000000000002954898,Ca chim Dai Loan kg-THL990,15,900,VND,KG
1,003118396,000000000002954899,Ca me kg-THL990,15,900,VND,KG
1,003118397,000000000002954900,Ca Vien kg-THL990,49,900,VND,KG
1,003118398,000000000002954901,Ca sao kg-THL990,49,900,VND,KG
1,003118399,000000000002954902,Ca hong cham kg-THL990,49,500,VND,KG
1,003118400,000000000002954903,Ca duoi loai 1 kg-THL990,38,500,VND,KG
1,003118401,000000000002954904,Ca duoi loai 2 kg-THL990,28,500,VND,KG
1,003118402,000000000002954905,Ca lat cat khuc kg-THL990,49,900,VND,KG
1,003118403,000000000002954906,Ca chem cat khuc kg-THL990,69,900,VND,KG
1,003118404,000000000002954907,Ca nhong cat khuc kg-THL990,49,900,VND,KG
1,003118405,000000000002955562,Muc la loai 1 kg-THL990,69,900,VND,KG
1,003118406,000000000002955563,Muc la loai 2 kg-THL990,49,900,VND,KG
1,003118407,000000000002956073,Oc co kg-THL990,26,900,VND,KG
1,003118408,000000000002956074,Oc voi thit kg-THL990,39,900,VND,KG
1,003118531,000000000002953583,Canh ga DanMach kg - TL,34,600,VND,KG
1,003118532,000000000002953584,Dui ga goc tu Brazil kg-TL,31,500,VND,KG
1,003119323,000000000002953585,Ga tha vuon ncon kg - LB,54,000,VND,KG
1,003119327,000000000002953586,Ga CNghiep ncon kg - LB,34,000,VND,KG
1,003119355,000000000002951918,Buoi nam roi HG L1,15,000,VND,KG
1,003119357,000000000002951919,Buoi nam roi HG L2,12,500,VND,KG
1,003119359,000000000002951920,Buoi nam roi L3 0.9-1.2kg - HG,7,500,VND,KG
1,003119385,000000000002953587,Ga Tvuon ncon co dau kg - HGHD,54,000,VND,KG
1,003120006,000000000002951923,Xoai cat Thai kg,21,200,VND,KG
1,003120038,000000000002952457,Thit dui sau heo kg-NCC,84,500,VND,KG
1,003120039,000000000002952458,Thit dui truoc heo kg,84,500,VND,KG
1,003120040,000000000002952459,Ba roi heo kg,93,500,VND,KG
1,003120041,000000000002952460,Suon non heo kg,155,000,VND,KG
1,003120042,000000000002952461,Nong heo kg,13,500,VND,KG
1,003120119,000000000002953074,Thit dui truoc bo kg,63,800,VND,KG
1,003120120,000000000002953075,Thit dui sau bo kg,74,000,VND,KG
1,003120121,000000000002953076,Thit file bo kg,330,000,VND,KG
1,003120122,000000000002953077,Co bo kg,145,000,VND,KG
1,003120145,000000000002953078,Bap bo kg,225,000,VND,KG
1,003120146,000000000002954018,Vit tuoi ncon kg,35,000,VND,KG
1,003120147,000000000002952273,Gio heo kg,27,000,VND,KG
1,003120148,000000000002953079,Suon bo kg,35,000,VND,KG
1,003120151,000000000002953003,Gan bo kg,140,000,VND,KG
1,003120152,000000000002953009,Thit vun bo kg,71,500,VND,KG
1,003120162,000000000002953588,Ga ta ncon bo long kg-ga mai,80,000,VND,KG
1,003120163,000000000002957337,Tom kho lon kg - HH,410,000,VND,KG
1,003120164,000000000002957338,Tom kho trung kg - AH,800,000,VND,KG
1,003120270,000000000002950209,Rau dua kg,5,200,VND,KG
1,003120271,000000000002950210,Rau tai tuong kg,5,200,VND,KG
1,003120272,000000000002954908,Ca me vinh kg,25,500,VND,KG
1,003120320,000000000002950211,Ngo tay kg,115,000,VND,KG
1,003120362,000000000002958714,Hat bi kg-Tet,185,000,VND,KG
1,003120365,000000000002958715,Hat bi Nhat kg-Tet,195,000,VND,KG
1,003120371,000000000002958716,Hat de kg,520,000,VND,KG
1,003120375,000000000002958717,Hat dua kg-Tet,167,000,VND,KG
1,003120379,000000000002958719,Hat dieu loai 1 kg-Tet,310,000,VND,KG
1,003120400,000000000002958738,Mut bi tam kg-Tet,76,000,VND,KG
1,003120405,000000000002958739,Mut cu nang kg-Tet,118,000,VND,KG
1,003120412,000000000002958742,Mut dua tam kg-Tet,99,000,VND,KG
1,003120413,000000000002958743,Mut gung Hue kg-Tet,150,000,VND,KG
1,003120414,000000000002958744,Mut gung lat kg-Tet,142,000,VND,KG
1,003120417,000000000002958745,Mut mang cau kg-Tet,141,000,VND,KG
1,003120419,000000000002958746,Mut me kg-Tet,160,000,VND,KG
1,003120424,000000000002958748,Mut sen Hue kg-Tet,160,000,VND,KG
1,003120477,000000000002952462,Bao tu heo kg,123,000,VND,KG
1,003120549,000000000002950932,Toi chum kg,7,700,VND,KG
1,003120550,000000000002950933,Hanh tay chum kg,5,800,VND,KG
1,003120553,000000000002953589,Ga TVuon ncon kg,53,000,VND,KG
1,003120555,000000000002953591,Dui toi ga Kg,67,000,VND,KG
1,003120556,000000000002953592,Dui ga Cnghiep goc tu kg,55,000,VND,KG
1,003120557,000000000002953593,Ma dui ga CNghiep Kg,37,000,VND,KG
1,003120558,000000000002953594,Canh ga CNghiep Kg,80,000,VND,KG
1,003120559,000000000002953595,Chan ga Brazil Kg,31,500,VND,KG
1,003120560,000000000002953596,Dui toi ga Brazil Kg,31,500,VND,KG
1,003120762,000000000002954909,Ca tram kg,27,500,VND,KG
1,003120763,000000000002950212,Rau ma de kg,6,000,VND,KG
1,003120764,000000000002950213,Dot bi do kg,19,900,VND,KG
1,003120766,000000000002954547,Tom su loai 4 kg,135,000,VND,KG
1,003120767,000000000002954548,Tom bac loai 60con/kg,78,000,VND,KG
1,003120768,000000000002954549,Tom bac loai 80con/kg,69,500,VND,KG
1,003120769,000000000002954550,Tom bac loai 100con/kg,63,000,VND,KG
1,003120770,000000000002954915,Ca thu ncon loai nho kg,50,500,VND,KG
1,003120771,000000000002954910,Ca ho loai nho kg,19,000,VND,KG
1,003120772,000000000002954911,Ca be dien kg,27,000,VND,KG
1,003120773,000000000002954912,Ca nuc bong kg,25,000,VND,KG
1,003120774,000000000002954913,Ca nuc xanh kg,19,000,VND,KG
1,003120775,000000000002954914,Ca op kg,27,000,VND,KG
1,003120844,000000000002954916,Ca Duoi loai lon kg,27,000,VND,KG
1,003120845,000000000002954917,Dau ca duoi loai lon kg,19,000,VND,KG
1,003120847,000000000002954918,Minh ca duoi loai lon kg,37,000,VND,KG
1,003120928,000000000002952463,S-Thit xay kg,95,000,VND,KG
1,003120937,000000000002956682,S-Bi dao don thit dui truoc Kg,52,900,VND,KG
1,003120938,000000000002956683,S-Kho qua don t.dui truoc kg,57,000,VND,KG
1,003120939,000000000002956684,S-Muc ong 10-15+t.dui truoc Kg,165,000,VND,KG
1,003120940,000000000002956685,S-Ca chua don t.dui truoc Kg,48,900,VND,KG
1,003121148,000000000002958707,Nui xa kg,13,970,VND,KG
1,003121337,000000000002952464,Gio sau heo kg,18,000,VND,KG
1,003121338,000000000002952465,Thit vai heo kg,78,500,VND,KG
1,003121339,000000000002952466,Luoi heo kg,113,000,VND,KG
1,003121344,000000000002957339,Ca khoai tam an lien kg,72,000,VND,KG
1,003121350,000000000002957341,Muc tam an lien loai 1 kg,186,000,VND,KG
1,003121351,000000000002957342,Muc tam an lien loai 2 kg,104,000,VND,KG
1,003121354,000000000002957345,Ca mai tam an lien kg,310,000,VND,KG
1,003121355,000000000002955564,Muc ngao kg,102,000,VND,KG
1,003121395,000000000002954920,Thit ca sau kg,48,500,VND,KG
1,003121399,000000000002954921,Long ca sau kg,37,000,VND,KG
1,003121401,000000000002954922,Chum-vi ca sau kg,142,000,VND,KG
1,003121408,000000000002950934,Chanh nhap khau kg,43,000,VND,KG
1,003121435,000000000002956686,S-Muc ong20-30+thit xay kg NCC,222,000,VND,KG
1,003121436,000000000002956687,S-Bap cai cuon thitxay NCC kg,59,900,VND,KG
1,003121437,000000000002956688,S-D.hu chien nho+t.xay-NCC kg,58,000,VND,KG
1,003121493,000000000002952467,Thit xay kg-NCC,83,000,VND,KG
1,003121494,000000000002956689,S-Muc ong 10-15cm+t.xay NCC kg,210,000,VND,KG
1,003121495,000000000002956690,S-Bi dao don thit xay NCC kg,52,900,VND,KG
1,003121501,000000000002956691,S-Ca chua don thit xay NCC kg,48,900,VND,KG
1,003121507,000000000002956692,S-Kho qua don thit xay kg-NCC,57,000,VND,KG
1,003121571,000000000002953080,Thit bo ngang kg,67,000,VND,KG
1,003121572,000000000002957346,Kho muc ong 20-25cm kg,215,000,VND,KG
1,003121573,000000000002957347,Kho muc ong 23-28cm kg,220,000,VND,KG
1,003121574,000000000002957348,Kho muc ong duoi 20cm kg,205,000,VND,KG
1,003121575,000000000002957349,Kho muc ong duoi 15cm kg,195,000,VND,KG
1,003121576,000000000002957350,Kho ca mu kg,93,000,VND,KG
1,003121577,000000000002957351,Kho ca bo kg,71,000,VND,KG
1,003121578,000000000002957352,Kho vi ca duoi kg,83,000,VND,KG
1,003121579,000000000002957353,Kho da ca duoi kg,85,000,VND,KG
1,003121580,000000000002957354,Kho ca chai kg,75,000,VND,KG
1,003121581,000000000002952468,Xuong duoi heo kg,70,000,VND,KG
1,003121582,000000000002952469,Xuong co heo kg,30,000,VND,KG
1,003121583,000000000002950935,Nam mo kg,12,000,VND,KG
1,003121656,000000000002950214,Ngo sen kg,14,000,VND,KG
1,003121657,000000000002952470,Nac than heo kg,115,000,VND,KG
1,003121658,000000000002952471,Nac dam heo kg,99,500,VND,KG
1,003121659,000000000002954923,Ca dieu hong lsach kg-Tu NCC,75,000,VND,KG
1,003121660,000000000002954924,Ca basa ncon lsach kg-Tu NCC,32,700,VND,KG
1,003121661,000000000002954925,Ca hu lsach kg-Tu NCC,56,900,VND,KG
1,003121662,000000000002954926,Ca he lsach kg-Tu NCC,31,500,VND,KG
1,003121663,000000000002954927,Ca me vinh lsach kg-Tu NCC,35,000,VND,KG
1,003121664,000000000002954928,Ca trao lsach kg-Tu NCC,287,000,VND,KG
1,003121665,000000000002954929,Ca lu du lsach kg-Tu NCC,35,000,VND,KG
1,003121666,000000000002954930,Ca Ngu lsach kg-Tu NCC,28,000,VND,KG
1,003121691,000000000002956075,Ghe tuoi L1 kg-THL990,69,900,VND,KG
1,003121695,000000000002956076,Ghe tuoi L2 kg-THL990,39,900,VND,KG
1,003121696,000000000002954931,Ca ro kg-THL990,15,900,VND,KG
1,003121699,000000000002954932,Ca tre kg-THL990,29,900,VND,KG
1,003121701,000000000002954933,Ca kim kg-THL990,39,900,VND,KG
1,003121705,000000000002954551,Tom the U12 kg-THL990,249,000,VND,KG
1,003121707,000000000002955565,Dau muc kg-THL990,39,900,VND,KG
1,003121709,000000000002954934,Ca bop file kg-THL990,69,900,VND,KG
