Check,SKU,UPC,Description,Price,CurrencyCode,Sell_Unit
1,003166901,000000000002954587,Tom cang xanh L3 kg,120,000,VND,KG
1,003167052,000000000002952024,Nhan xuong com vang bap cai kg,54,500,VND,KG
1,003167092,000000000002952624,Nong heo kg-TPDN990,31,000,VND,KG
1,003167095,000000000002952625,Xuong co heo kg-TPDN990,51,000,VND,KG
1,003167098,000000000002952626,Gio song kg-TPDN990,68,000,VND,KG
1,003167101,000000000002952627,Mo heo kg-TPDN990,24,000,VND,KG
1,003167104,000000000002952628,Da heo kg-TPDN990,22,000,VND,KG
1,003167107,000000000002952629,Xuong mong heo kg-TPDN990,49,000,VND,KG
1,003167110,000000000002952630,Xuong dau heo kg-TPDN990,20,000,VND,KG
1,003167112,000000000002953636,Dui toi ga kg-TPDN990,66,000,VND,KG
1,003167115,000000000002953637,Canh ga kg-TPDN990,66,000,VND,KG
1,003167119,000000000002953638,Dui toi ga NK kg-TPDN990,37,000,VND,KG
1,003167121,000000000002953639,Canh ga NK kg-TPDN990,50,000,VND,KG
1,003167123,000000000002953640,Dui ga goc tu NK kg-TPDN990,31,000,VND,KG
1,003167125,000000000002954019,Vit ta kg-TPDN990,55,000,VND,KG
1,003167129,000000000002954020,Vit xiem kg-TPDN990,83,000,VND,KG
1,003167132,000000000002958543,Cha lua kg-TPDN990,68,000,VND,KG
1,003167779,000000000002952631,Thit heo manh kg - CP,58,000,VND,KG
1,003168196,000000000002952025,Tao gala ngoai kg,37,000,VND,KG
1,003168197,000000000002950238,Dot rau lang kg,10,800,VND,KG
1,003168198,000000000002950239,Bong de kg,21,000,VND,KG
1,003168199,000000000002950993,Bap trai kg,8,500,VND,KG
1,003168200,000000000002950698,S-Ca tre lam sach kg,38,700,VND,KG
1,003168201,000000000002950699,Ca day kg,48,200,VND,KG
1,003168266,000000000002956125,Ghe tuoi kg,58,000,VND,KG
1,003168267,000000000002957141,Ba khia tron kg-BETU990,50,000,VND,KG
1,003168268,000000000002957142,Mam loc cat dau kg-BETU990,110,000,VND,KG
1,003168269,000000000002957143,Mam loc con dau kg-BETU990,80,000,VND,KG
1,003168270,000000000002957144,Mam ruot thai kg-BETU990,60,000,VND,KG
1,003168271,000000000002957145,Mam ruot ca linh kg-BETU990,40,000,VND,KG
1,003168272,000000000002957146,Mam ca tren kg-BETU990,45,000,VND,KG
1,003168273,000000000002957147,Mam ca com kg-BETU990,40,000,VND,KG
1,003168274,000000000002957148,Mam ca chot kg-BETU990,35,000,VND,KG
1,003168275,000000000002957149,Mam ca sac kg-BETU990,35,000,VND,KG
1,003168276,000000000002957150,Mam ca linh kg-BETU990,35,000,VND,KG
1,003168277,000000000002957151,Mam du du kg-BETU990,30,000,VND,KG
1,003168278,000000000002957152,Mam ca phao kg-BETU990,30,000,VND,KG
1,003168279,000000000002957153,Mam xay kg-BETU990,40,000,VND,KG
1,003168280,000000000002957154,Mam tep kg-BETU990,100,000,VND,KG
1,003168281,000000000002957155,Dua mam tron kg-BETU990,35,000,VND,KG
1,003168282,000000000002957156,Dua gan kg-BETU990,35,000,VND,KG
1,003168283,000000000002957157,Dua cai tron kg-BETU990,25,000,VND,KG
1,003168284,000000000002957158,Dua bon bon kg-BETU990,25,000,VND,KG
1,003168285,000000000002957159,Dua nuoc tuong kg-BETU990,40,000,VND,KG
1,003168286,000000000002957160,Dua ngo sen kg-BETU990,40,000,VND,KG
1,003168287,000000000002957161,Dua kieu kg-BETU990,60,000,VND,KG
1,003168288,000000000002957162,Dua cu sen kg-BETU990,35,000,VND,KG
1,003168289,000000000002957163,Dua nu xanh kg-BETU990,55,000,VND,KG
1,003168290,000000000002957164,Dua toi chua kg-BETU990,45,000,VND,KG
1,003168291,000000000002957165,Kim chi thap cam kg-BETU990,30,000,VND,KG
1,003168292,000000000002957166,Kim chi bon bon kg-BETU990,30,000,VND,KG
1,003168293,000000000002957167,Dua mam y kg-BETU990,20,000,VND,KG
1,003168294,000000000002957168,Ba khia con kg-BETU990,40,000,VND,KG
1,003168333,000000000002950008,Ca com ngan kg,41,200,VND,KG
1,003168341,000000000002950009,Ca son dao kg,70,600,VND,KG
1,003168342,000000000002950010,Minh ca thu nhong kg - Tu NCC,70,600,VND,KG
1,003168343,000000000002950011,Minh ca beo kg - Tu NCC,41,200,VND,KG
1,003168347,000000000002950012,S-Xoai tu Quy ngam kg,33,000,VND,KG
1,003168348,000000000002950013,S-Xoai tu Quy cat lat kg,26,500,VND,KG
1,003168349,000000000002950014,S-Xoai giong DLoan L1 ngam kg,35,800,VND,KG
1,003168362,000000000002950015,Chan gio heo kg-TPDN990,47,000,VND,KG
1,003168363,000000000002950016,Doi truong nho kg-TPDN990,70,000,VND,KG
1,003168364,000000000002950017,Ga ta kg-TPDN990,101,000,VND,KG
1,003168368,000000000002950019,Thit dui heo xay kg-TPDN990,63,000,VND,KG
1,003168541,000000000002950020,Ca basa nguyen con lon kg,33,000,VND,KG
1,003168547,000000000002950022,Ca bong tuong nho kg,78,000,VND,KG
1,003168548,000000000002950023,Ca loc bong song lon kg,75,000,VND,KG
1,003168555,000000000002950026,Ca bong cat lsach nho kg-NCC,51,000,VND,KG
1,003168564,000000000002950030,Ca luoi trau dong kg,47,000,VND,KG
1,003168565,000000000002950033,Ca bong mu nho kg,50,000,VND,KG
1,003168566,000000000002950034,S-Thit vai heo so che kg,89,900,VND,KG
1,003168567,000000000002950038,S-Gio heo so che kg - CMT,46,000,VND,KG
1,003168568,000000000002950040,S-Thit file bo so che kg-CMT,315,000,VND,KG
1,003168609,000000000002950041,Cai ro kg,6,000,VND,KG
1,003168679,000000000002950046,Ca bong tuong nho lsach-Tu NCC,23,000,VND,KG
1,003168680,000000000002950047,Ca ro nho lsach kg-Tu NCC,50,000,VND,KG
1,003168681,000000000002950048,Ca duoi nho kg,105,000,VND,KG
1,003168683,000000000002950054,Cua gach son nho kg,24,500,VND,KG
1,003168821,000000000002950058,Ca ba thu kg,33,900,VND,KG
1,003169037,000000000002950067,Rau nhip kg,11,200,VND,KG
1,003169078,000000000002950069,Rau ngo kg,2,500,VND,KG
1,003169607,000000000002950075,Dau heo kg,31,500,VND,KG
1,003169665,000000000002950079,Xa bau ngot kg,45,300,VND,KG
1,003170395,000000000002950080,Ca liet lsach kg - Tu NCC,59,500,VND,KG
1,003170399,000000000002950081,Ca chim den lsach kg - Tu NCC,65,000,VND,KG
1,003170429,000000000002950082,Khoai lang cao san DLat kg,22,000,VND,KG
1,003171265,000000000002950083,Khoai mi nao kg,9,500,VND,KG
1,003171432,000000000002950085,Ga ta ncon kg (Ga mai) - TPDN,83,000,VND,KG
1,003172044,000000000002950092,Ca sac song kg,81,900,VND,KG
1,003172089,000000000002950096,Khoai mai kg,31,500,VND,KG
1,003172090,000000000002950099,Cu dong gieng kg,14,500,VND,KG
1,003172843,000000000002950102,Man An Phuoc kg,15,000,VND,KG
1,003172845,000000000002950106,Oi ruot do kg,12,000,VND,KG
1,003173073,000000000002950108,Cu nung kg,25,000,VND,KG
1,003173079,000000000002950117,Kho bo mieng TuXuyen CPP kg,475,000,VND,KG
1,003173080,000000000002950119,Kho bo soi TuXuyen CPP kg,475,000,VND,KG
1,003173081,000000000002950122,Kho bo vien TuXuyen CPP kg,475,000,VND,KG
1,003173083,000000000002950129,Kho bo vien Cary CPP kg,475,000,VND,KG
1,003173111,000000000002950130,Ca com say khong duong DD kg,150,000,VND,KG
1,003173127,000000000002950136,Xuong uc ga cong nghiep kg,25,500,VND,KG
1,003173661,000000000002950137,Ca sac song rang kg,70,000,VND,KG
1,003173674,000000000002950138,Ca long tong Ls tu NCC kg,93,023,VND,KG
1,003173716,000000000002950140,Vu sua loai so kg,18,500,VND,KG
1,003174080,000000000002950141,Thanh long kg,9,400,VND,KG
1,003174082,000000000002950143,Quyt duong loai nhi kg,10,000,VND,KG
1,003174086,000000000002950153,Nac dui quay kg,190,000,VND,KG
1,003174320,000000000002950159,Salad Nhat kg,26,500,VND,KG
1,003174735,000000000002950160,Ga Tam Hoang ncon kg,52,200,VND,KG
1,003174737,000000000002950162,Mi Quang kg,8,000,VND,KG
1,003174739,000000000002950164,Hu tiu kg,11,000,VND,KG
1,003174987,000000000002950165,Khoai lang Chau Duc kg,8,500,VND,KG
1,003175628,000000000002950233,Long ga Sao kg,93,500,VND,KG
1,003175629,000000000002950235,Long ga H'Mong kg,65,000,VND,KG
1,003175630,000000000002950240,Ga H'Mong Ncon kg,140,000,VND,KG
1,003175631,000000000002950241,Ga sao ncon kg,150,000,VND,KG
1,003175767,000000000002950242,Canh ga NK 12kg/thung,58,000,VND,KG
1,003175773,000000000002950243,Vit Anh Dao ncon kg,51,400,VND,KG
1,003175778,000000000002950245,S-Muc ong 20-30+thit xay-HM kg,222,000,VND,KG
1,003175816,000000000002950246,Rau nem la kg,15,500,VND,KG
1,003176410,000000000002950248,Hat dieu lua kg,260,000,VND,KG
1,003176411,000000000002950249,Mut bi Dua kg,70,000,VND,KG
1,003176412,000000000002950250,Mut dua sua kg,150,000,VND,KG
1,003176413,000000000002950251,Mut khoai kg,86,000,VND,KG
1,003176445,000000000002950254,Mut me chua cay kg,168,000,VND,KG
1,003176590,000000000002950255,Tom kho Loai 1 kg,499,000,VND,KG
1,003176591,000000000002950256,Tom kho Loai 2 kg,360,000,VND,KG
1,003176671,000000000002950259,Dau canh ga tha vuon kg,130,000,VND,KG
1,003176672,000000000002950258,Thit ga tuoi 1/2 con kg,75,000,VND,KG
1,003176673,000000000002950260,Uc ga Tha vuon nxuong kg,57,500,VND,KG
1,003176674,000000000002950261,Dui toi ga tha vuon kg,119,000,VND,KG
1,003176696,000000000002950262,Ca lac dong l/sach kg,30,500,VND,KG
1,003176702,000000000002950263,S-Minh-duoi ca basa so che kg,44,000,VND,KG
1,003176720,000000000002950264,Xoai Chau Nghe loai So kg,14,900,VND,KG
1,003176721,000000000002950265,Xoai Chau nghe loai 1 kg,12,500,VND,KG
1,003176722,000000000002950266,Xoai Chau nghe loai 2 kg,9,900,VND,KG
1,003176879,000000000002950268,Xoai cat Nghe kg,22,000,VND,KG
1,003176966,000000000002950269,Rau tan O soc trang,14,800,VND,KG
1,003176982,000000000002950271,Ga sao lam sach kg,97,500,VND,KG
1,003176986,000000000002950275,Ca Bop kg(breakup),185,000,VND,KG
1,003176987,000000000002950276,Ca hoi ncon dong lanh kg,415,000,VND,KG
1,003176988,000000000002950277,Dau ca hoi DL kg,27,500,VND,KG
1,003176989,000000000002950278,Minh ca hoi dl kg,110,000,VND,KG
1,003176990,000000000002950279,Duoi ca hoi Dl kg,68,000,VND,KG
1,003177119,000000000002950280,Xoai cat HLoc Loai so kg,125,000,VND,KG
1,003177529,000000000002950285,Ca thac lac nao tron kg-tu NCC,60,000,VND,KG
1,003177635,000000000002950286,Ca Suu kg,125,000,VND,KG
1,003177833,000000000002950288,La chuoi kg,10,000,VND,KG
1,003177855,000000000002950289,Nho den khong hat DB,95,000,VND,KG
1,003177856,000000000002950290,Nho do My loai 1,115,000,VND,KG
1,003177884,000000000002950291,Dua hau tron ruot vang kg,9,600,VND,KG
1,003177886,000000000002950292,Nac vai heo kg,57,800,VND,KG
1,003177888,000000000002950293,Gio heo rut xuong kg,57,800,VND,KG
1,003177889,000000000002950294,Ba roi heo rut suon kg,133,000,VND,KG
1,003177890,000000000002950295,Hanh tim VC lot sach,31,200,VND,KG
1,003177894,000000000002950297,Ga tha vuon nguyen con,60,000,VND,KG
1,003177974,000000000002950298,Dau bi trang kg,43,000,VND,KG
1,003177975,000000000002950299,Duong cat nhuyen trang kg,17,500,VND,KG
1,003177977,000000000002950301,Bot ca ri kg,245,000,VND,KG
1,003177978,000000000002950302,Bot nang kg,22,500,VND,KG
1,003177979,000000000002950303,Bot ngu vi huong kg,270,000,VND,KG
1,003177980,000000000002950305,Bot nep kg,31,500,VND,KG
1,003177981,000000000002950306,Que cay kg,55,000,VND,KG
1,003177982,000000000002950307,Hat dieu mau kg,70,000,VND,KG
1,003177983,000000000002950308,Tai vi kg,170,000,VND,KG
1,003177987,000000000002950309,Vu Sua Bo kg,17,900,VND,KG
1,003177998,000000000002950300,Cai nhuyen muoi kg,19,000,VND,KG
1,003178000,000000000002950310,Cai kho kg,210,000,VND,KG
1,003178491,000000000002950312,Cai ngot giong Nhat kg,22,900,VND,KG
1,003178492,000000000002950313,Rau bi kg,20,800,VND,KG
1,003178559,000000000002950314,Gaothom lai R.VANG T.NGAN kg,17,500,VND,KG
1,003178799,000000000002950315,Cai bap thao muoi kg,13,000,VND,KG
1,003178800,000000000002950316,Thit cua kg,450,000,VND,KG
1,003178810,000000000002950317,Muc xao sc kg-NCC,115,000,VND,KG
1,003178811,000000000002950318,Tom rang sc kg-NCC,180,000,VND,KG
1,003178813,000000000002950319,Kim chi cai thao kg,50,000,VND,KG
1,003178814,000000000002950321,Kim chi cu cai kg,37,500,VND,KG
1,003178818,000000000002950324,Ca nuc hap say kho kh.dau kg,162,000,VND,KG
1,003179213,000000000002950320,Tim heo kg-SMguel990,130,000,VND,KG
1,003179217,000000000002950325,Gan heo kg-SMguel990,42,000,VND,KG
1,003179219,000000000002950326,Bao tu kg-SMguel990,72,000,VND,KG
1,003179221,000000000002950327,Cat heo kg-SanMigeul990,112,000,VND,KG
1,003179223,000000000002950328,Luoi heo kg-SMguel990,78,000,VND,KG
1,003179257,000000000002950329,Cai ngot muoi kg,18,500,VND,KG
1,003179258,000000000002950330,Xoai xanh ngot loai 2 kg,29,500,VND,KG
1,003179442,000000000002950331,Ga ta tha vuon kg-TPDN990,70,000,VND,KG
1,003179458,000000000002950332,Chan ga NK-CK990,45,000,VND,KG
1,003179707,000000000002950333,Bo Dalat kg,33,900,VND,KG
1,003180069,000000000002950334,Chim cut tuoi ngcon kg-LB,89,500,VND,KG
1,003180432,000000000002950335,Canh ga kg-PAS,88,000,VND,KG
1,003180437,000000000002950336,Ma dui ga kg-PAS,53,500,VND,KG
1,003180440,000000000002950337,Dui ga goc tu kg-PAS,53,500,VND,KG
1,003180819,000000000002950338,Nho den ngoai kg,79,900,VND,KG
1,003181092,000000000002950339,Dau ga kg - PAS,17,500,VND,KG
1,003181093,000000000002950340,Long ga kg - PAS,40,500,VND,KG
1,003181094,000000000002950341,Chan ga kg - PAS,67,500,VND,KG
1,003181095,000000000002950342,Xuong ga kg -PAS,23,500,VND,KG
1,003181096,000000000002950343,Uc ga file kg - PAS,71,500,VND,KG
1,003181100,000000000002950426,Ga ac lon kg-PAS,150,000,VND,KG
1,003181108,000000000002950344,Uc ga thuong kg-PAS,50,000,VND,KG
1,003181113,000000000002950345,Dui ga thao khop kg - PAS,63,900,VND,KG
1,003181116,000000000002950346,Ga CN bo dau-chan kg-PAS,58,000,VND,KG
1,003181119,000000000002950347,Thit ga CN kg - PAS,38,000,VND,KG
1,003181122,000000000002950348,Thit gaTV bo dau-chan PAS,59,000,VND,KG
1,003181127,000000000002950349,Vit tuoi nho(1.8-2kg)-PAS,58,000,VND,KG
1,003181130,000000000002950350,Ga mai de kg-PAS,78,000,VND,KG
1,003181133,000000000002950351,Ga ta Tam ky kg-PAS,92,000,VND,KG
1,003181423,000000000002950353,Rau van tho kg,29,900,VND,KG
1,003181615,000000000002950354,Ga tha vuon dong lanh-PAS,57,000,VND,KG
1,003181679,000000000002950355,Chuoi cau lai kg,6,200,VND,KG
1,003181747,000000000002950356,Banh mut dac san Hue-HUE990,1,VND,KG
1,003182712,000000000002950357,Phim bo kg-CN,99,000,VND,KG
1,003182717,000000000002950358,Tim bo kg-CN,160,000,VND,KG
1,003182718,000000000002950359,Luoi bo kg-CN,122,000,VND,KG
1,003182721,000000000002950360,Ga tha vuon dong lanh-TPDN,82,000,VND,KG
1,003182781,000000000002950361,Xoai cat MDéng L1 kg,49,000,VND,KG
1,003182782,000000000002950362,Xoai cat MDéng L2 kg,35,000,VND,KG
1,003183799,000000000002950363,Rau Hung Dung,23,000,VND,KG
1,003183800,000000000002950364,Cai cuc kg,9,000,VND,KG
1,003183801,000000000002950365,Ca chua bi (tui luoi)-NSTP,16,000,VND,KG
1,003183804,000000000002950446,Salad Corol kg-NSTP,15,500,VND,KG
1,003183815,000000000002950367,Ot chi thien kg-NSTP,15,900,VND,KG
1,003183818,000000000002950368,Ot sung kg-NSTP,22,500,VND,KG
1,003183837,000000000002950369,Bong cai xanh kg-NSTP,25,000,VND,KG
1,003183841,000000000002950370,Bong cai trang kg-NSTP,25,000,VND,KG
1,003183910,000000000002950375,Rau lui kg,23,000,VND,KG
1,003184009,000000000002950366,Banh bo kg,46,000,VND,KG
1,003184168,000000000002950376,Ga tha vuon kg-BM,60,000,VND,KG
1,003185426,000000000002950377,Ca hoi tuoi nguyen con kg,335,000,VND,KG
1,003185549,000000000002950378,Than noi bo kg,320,000,VND,KG
1,003185550,000000000002950379,Nac dui bo kg-Vissan,244,000,VND,KG
1,003185551,000000000002950380,Nac vai bo kg-Vissan,224,000,VND,KG
1,003185552,000000000002950381,Bap bo kg-Vissan,225,000,VND,KG
1,003185553,000000000002950382,Gau bo kg-Vissan,180,000,VND,KG
1,003185554,000000000002950383,Co bo kg-Vissan,150,000,VND,KG
1,003185555,000000000002950384,Gan dau bap bo kg-Vissan,165,000,VND,KG
1,003185556,000000000002950385,Nac vun bo kg-Vissan,130,000,VND,KG
1,003185557,000000000002950386,Xuong ong bo kg-Vissan,49,000,VND,KG
1,003185558,000000000002950387,Mo bo kg-Vissan,24,000,VND,KG
1,003185765,000000000002950388,Tao hong My kg,68,500,VND,KG
1,003185786,000000000002950390,Tom tich kg,308,500,VND,KG
1,003185796,000000000002950391,Dom xanh kg,12,000,VND,KG
1,003185865,000000000002950392,S-Ca loc bong kdau sc kg-Tky,96,000,VND,KG
1,003185868,000000000002950393,Ca loc bong kdau lsach kg-tky,73,500,VND,KG
1,003186113,000000000002953641,Canh ga NK kg-TL,68,500,VND,KG
1,003186123,000000000002950700,Luon ca Ngu dai duong kg,78,000,VND,KG
1,003186276,000000000002950352,Nem hue kg,91,000,VND,KG
1,003186286,000000000002950394,Cha quet kg,85,000,VND,KG
1,003186289,000000000002950395,Gio bo kg,25,000,VND,KG
1,003186290,000000000002950396,Da day bo kg,31,000,VND,KG
1,003186291,000000000002950397,La lach bo kg,67,000,VND,KG
1,003186348,000000000002950398,Gan duoi bo kg,76,500,VND,KG
1,003186360,000000000002950400,Doi truong bo kg,41,500,VND,KG
1,003186369,000000000002950399,Xuong ong bo kg,46,000,VND,KG
1,003186706,000000000002950401,Bap nep hat kg,26,000,VND,KG
1,003186707,000000000002950402,La xuong song kg,38,000,VND,KG
1,003186708,000000000002950403,Rau bau kg,12,000,VND,KG
1,003186709,000000000002950404,Mang tuoi bao kg,28,000,VND,KG
1,003186710,000000000002950405,Mang lua xe kho kg,190,000,VND,KG
1,003186713,000000000002950406,Mang luoi lon kho kg,225,000,VND,KG
1,003186730,000000000002950407,Thit nac lung bo Uc kg,220,000,VND,KG
1,003186742,000000000002950408,Nac than ngoai Uc kg,271,000,VND,KG
1,003186744,000000000002950409,Thit nac mong bo Uc kg,90,000,VND,KG
1,003186745,000000000002950410,Thit nac dui bo Uc kg,90,000,VND,KG
1,003186953,000000000002950411,S-Bo cuonlalot+tduibo+txayPLHM,180,000,VND,KG
1,003186961,000000000002950412,S-Nhan cha gio+txay ploc-HM Kg,95,000,VND,KG
1,003186979,000000000002950413,S-Thit dui bo xay kg,133,000,VND,KG
1,003187192,000000000002950414,Ghe song L1(3-4con/kg),97,000,VND,KG
1,003187193,000000000002950415,Ghe song L2(5-8con/kg),73,000,VND,KG
1,003187194,000000000002950416,Ghe bien L1(3-4con/kg),120,000,VND,KG
1,003187195,000000000002950417,Ghe bien L2(5-8con/kg),108,000,VND,KG
1,003187197,000000000002950418,Duoi bo phile kg-NP990,305,000,VND,KG
1,003187198,000000000002950419,Dau bo phile kg-NP990,162,000,VND,KG
1,003187199,000000000002950420,Duoi bo kg-NP990,195,000,VND,KG
1,003187200,000000000002950421,Bap bo hoa gan kg-NP990,320,000,VND,KG
1,003187209,000000000002950422,Ca bo lsach kg-Tu NCC,60,000,VND,KG
1,003187210,000000000002950423,Dau ca bo kg,36,500,VND,KG
1,003187211,000000000002950424,Duoi ca bo kg,52,500,VND,KG
1,003187212,000000000002950425,Minh ca bo kg,77,000,VND,KG
1,003187682,000000000002951687,Phile bo kg-CN,220,000,VND,KG
1,003187688,000000000002951688,Than ngoai bo kg-CN,210,000,VND,KG
1,003187689,000000000002951689,Dui bo kg-CN,205,000,VND,KG
1,003187690,000000000002951691,Dui bo thai kg-CN,136,100,VND,KG
1,003187691,000000000002951692,Bo xay spagety kg-CN,145,000,VND,KG
1,003187693,000000000002951693,Bap bo kg-CN,154,000,VND,KG
1,003187699,000000000002951694,Bap bo hoa kg-CN,155,000,VND,KG
1,003187700,000000000002951695,Vun bo kg-CN,86,500,VND,KG
1,003187701,000000000002951696,Gan bo kg-CN,110,000,VND,KG
1,003187703,000000000002951702,Nam bo kg-CN,128,000,VND,KG
1,003187706,000000000002951703,Bo xay kg-CN,110,000,VND,KG
1,003187711,000000000002951706,Bap la co bo kg-CN,158,000,VND,KG
1,003187918,000000000002950427,S-Cot let heo sc kg-TPDN,97,900,VND,KG
1,003187919,000000000002950428,Gao dai loan kg,16,500,VND,KG
1,003187952,000000000002950429,Vit ta nguyen con kg,49,500,VND,KG
1,003187954,000000000002950430,Bong vit ta kg,51,900,VND,KG
1,003187956,000000000002950431,Long vit lsach kg,60,000,VND,KG
1,003188310,000000000002950389,Nac dam xay kg-SMguel990,98,000,VND,KG
1,003188311,000000000002950432,Xuong vun kg-SMguel990,15,000,VND,KG
1,003188312,000000000002950433,Xuong duoi kg-SMguel990,77,000,VND,KG
1,003188314,000000000002950435,Bo xay kg-SMguel990,165,000,VND,KG
1,003188315,000000000002950436,Bo bit tet kg-SMguel990,215,000,VND,KG
1,003188316,000000000002950437,Thit nam bo Uc kg-SMguel990,149,000,VND,KG
1,003188317,000000000002950438,Thit vai bo Uc kg-SMguel990,149,000,VND,KG
1,003188433,000000000002950439,Oc dua kg,68,000,VND,KG
1,003188434,000000000002950440,Dui toi ga NK so che kg,48,000,VND,KG
1,003188435,000000000002950441,Canh ga NK so che kg,53,500,VND,KG
1,003188436,000000000002950442,Dui ga goc tu NK so che kg,30,000,VND,KG
1,003188648,000000000002950443,S-Ca dieu hong chung tuong kg,63,000,VND,KG
1,003188704,000000000002950445,S-Bong cai cuon gio song kg,66,000,VND,KG
1,003188705,000000000002950444,S-Kho qua nhoi ca thac lac kg,68,900,VND,KG
1,003188797,000000000002950447,S-Toi bam kg,25,600,VND,KG
1,003188803,000000000002950448,S-Hanh tim bam kg,27,000,VND,KG
1,003188805,000000000002950449,S-Ot xay kg,28,000,VND,KG
1,003188811,000000000002950450,S-Sa bam kg,23,000,VND,KG
1,003189143,000000000002950451,Bi ngoi kg-NSTP,11,200,VND,KG
1,003189144,000000000002950452,Ca tim kg-NSTP,8,200,VND,KG
1,003189145,000000000002950453,Cove giong Nhat kg-NSTP,15,400,VND,KG
1,003189147,000000000002950454,Cove thuong kg-NSTP,15,500,VND,KG
1,003189150,000000000002950455,Su hao kg-NSTP,9,900,VND,KG
1,003189155,000000000002950456,Dau giong Ha Lan kg-NSTP,44,300,VND,KG
1,003189156,000000000002950457,Ca chua bi vang kg-NSTP,20,000,VND,KG
1,003189221,000000000002950458,Uc ga File dong lanh-CP,84,500,VND,KG
1,003189223,000000000002950459,Ma dui ga dong lanh-CP,65,000,VND,KG
1,003189229,000000000002950460,Dau co ga dong lanh-CP,30,000,VND,KG
1,003189233,000000000002950461,Xuong ga ngcon dlanh-CP,33,500,VND,KG
1,003189236,000000000002950462,Long ga lsach dong lanh-CP,67,500,VND,KG
1,003189278,000000000002950463,S-Than noi heo sc kg-HM,86,900,VND,KG
1,003189525,000000000002950464,Dau da kg,5,000,VND,KG
1,003189639,000000000002950465,Bap nep song kg,6,250,VND,KG
1,003189640,000000000002950466,Bap nep chin kg,8,750,VND,KG
1,003189641,000000000002950467,La mo kg,2,500,VND,KG
1,003189642,000000000002950468,Dau tuong luoc kg,4,000,VND,KG
1,003189643,000000000002950469,Chuoi tieu kg,6,250,VND,KG
1,003189645,000000000002950471,Trai bau tron kg,8,200,VND,KG
1,003189904,000000000002950474,Dau tay My kg,215,000,VND,KG
1,003189919,000000000002950475,Ga tha vuon ncon dlanh kg-LB,82,000,VND,KG
1,003190477,000000000002950476,Ot xanh nho giong HQ,58,000,VND,KG
1,003190478,000000000002950477,Ot xanh lon giong HQ,50,000,VND,KG
1,003190517,000000000002950478,Dua vang TQ loai1,18,500,VND,KG
1,003190609,000000000002950479,Chim cut tuoi 2 con/bich-PAS,68,000,VND,KG
1,003190618,000000000002950480,Canh ga NK kg-HL,52,000,VND,KG
1,003190741,000000000002950481,Tom su ngop loai 1 kg-NCC,280,000,VND,KG
1,003190989,000000000002950482,Bo cau giong Phap ncon kg,232,000,VND,KG
1,003191886,000000000002950484,Ca chep lsach-tu NCC,36,300,VND,KG
1,003191947,000000000002950485,Ga ta ncon kg-HTK,82,000,VND,KG
1,003191949,000000000002950486,Chim cut kg-HTK,106,000,VND,KG
1,003191951,000000000002950487,Dui ga goc tu tvuon kg-HTK,52,500,VND,KG
1,003191952,000000000002950488,Canh ga tvuon kg-HTK,52,500,VND,KG
1,003191953,000000000002950489,Ga ac kg-HGHD,136,000,VND,KG
1,003191954,000000000002950490,Ga ac kg-LB,157,000,VND,KG
1,003191961,000000000002950491,Canh ga nguyen dlanh kg-CP,92,500,VND,KG
1,003191963,000000000002950492,Dui toi ga dlanh kg-CP,87,000,VND,KG
1,003191964,000000000002950493,Chan ga dlanh kg-CP,61,500,VND,KG
1,003191965,000000000002950494,Dui ga CN thao khop dlanh,72,500,VND,KG
1,003191967,000000000002950495,Tim ga dong lanh kg-CP,99,000,VND,KG
1,003191968,000000000002950496,Ga ac kg-TN,146,000,VND,KG
1,003192046,000000000002950497,Nhan hue kg,9,400,VND,KG
1,003192048,000000000002950500,Tao le kg,6,200,VND,KG
1,003192049,000000000002950631,Ca mo kg,11,500,VND,KG
1,003192050,000000000002950701,Ca be cam tren 1kg/con,72,500,VND,KG
1,003192051,000000000002950702,Ca be cu tren 1kg/con,89,900,VND,KG
1,003192052,000000000002950703,Ca com san kg,21,500,VND,KG
1,003192053,000000000002950704,Ca com tong kg,26,900,VND,KG
1,003192054,000000000002950705,Ca lo o kg,15,000,VND,KG
1,003192055,000000000002950706,Ca moi nho 8-12con/kg,39,000,VND,KG
1,003192056,000000000002950707,Ca ngu rang kg,36,300,VND,KG
1,003192057,000000000002950708,Ca thoc 2-3con/kg,36,300,VND,KG
1,003192128,000000000002950709,S-Canh ga NK sche kg-HL,94,000,VND,KG
1,003192135,000000000002950710,S-Ma dui gaNK sc kg(18.14kg/t),29,000,VND,KG
1,003192136,000000000002950711,S-Ma dui ga NK sche kg(20kg/t),29,000,VND,KG
1,003192137,000000000002950712,S-Canh ga DL NK sche kg,94,000,VND,KG
1,003192138,000000000002950713,S-Dui toi gaNK sche kg(15kg/t),55,000,VND,KG
1,003192139,000000000002950714,S-Ma dui ga NK sche kg(15kg/t),29,000,VND,KG
1,003192140,000000000002950715,S-Duitoiga NK sc kg(18.144kg/t,62,000,VND,KG
1,003192141,000000000002950716,S-Dui ga goctuNK sc kg(15kg/t),47,900,VND,KG
1,003192206,000000000002950499,Mang tre luoc kg-TX,24,500,VND,KG
1,003192207,000000000002950717,Mang chua kg-TX,21,000,VND,KG
1,003192215,000000000002950718,Cuong hong heo kg,53,000,VND,KG
1,003192216,000000000002950719,Pheo non heo kg,52,000,VND,KG
1,003192217,000000000002950720,Suon heo dong vi kg,64,000,VND,KG
